1.1407411, 1.1666356, 1.193966, 1.2228268, 1.2533143, 1.2855247, 1.3195531, 1.3554899, 1.3934171, 1.4334053, 1.4755085, 1.51976, 1.5661678, 1.6147107, 1.6653355, 1.7179562, 1.7724539, 1.8286805, 1.8864625, 1.9456073, 2.0059109, 2.0671637, 2.1291595, 2.191699, 2.2545962, 2.3176808, 2.3808005, 2.4438214, 2.5066283, 2.5691233, 2.6312246, 2.6928656
1.0792075, 1.1045178, 1.13131, 1.159691, 1.1897719, 1.221666, 1.2554865, 1.2913437, 1.3293405, 1.369568, 1.4121001, 1.456987, 1.5042495, 1.5538732, 1.6058047, 1.6599493, 1.7161711, 1.7742972, 1.834123, 1.8954207, 1.9579487, 2.0214615, 2.0857184, 2.1504908, 2.2155674, 2.2807586, 2.345898, 2.4108417, 2.4754689, 2.5396795, 2.6033921, 2.666542
1.0162951, 1.0409191, 1.0670656, 1.0948555, 1.1244164, 1.1558803, 1.1893822, 1.2250558, 1.26303, 1.3034223, 1.346332, 1.3918326, 1.4399633, 1.490721, 1.544054, 1.5998586, 1.6579788, 1.7182103, 1.7803093, 1.8440028, 1.9090025, 1.9750174, 2.041765, 2.1089816, 2.1764278, 2.2438924, 2.3111947, 2.378182, 2.4447293, 2.5107365, 2.5761244, 2.6408331
0.95197517, 0.9757991, 1.0011789, 1.0282501, 1.0571582, 1.0880567, 1.1211051, 1.1564658, 1.1942986, 1.2347548, 1.2779672, 1.3240411, 1.373042, 1.4249846, 1.479823, 1.5374444, 1.5976683, 1.6602513, 1.7248983, 1.7912784, 1.859043, 1.9278435, 1.997347, 2.0672476, 2.1372745, 2.2071939, 2.276811, 2.345966, 2.4145336, 2.4824154, 2.5495386, 2.61585
0.88622683, 0.909125, 0.93360215, 0.95980924, 0.98791075, 1.0180835, 1.0505153, 1.0854019, 1.1229411, 1.1633263, 1.2067345, 1.2533141, 1.3031688, 1.356341, 1.4127972, 1.472417, 1.5349901, 1.6002222, 1.6677513, 1.7371696, 1.8080502, 1.8799713, 1.9525375, 2.0253942, 2.098235, 2.1708038, 2.242894, 2.3143432, 2.3850276, 2.4548569, 2.5237672, 2.5917168
0.81903946, 0.84087414, 0.8642976, 0.88947624, 0.91659385, 0.9458525, 0.97747135, 1.0116844, 1.0487354, 1.0888699, 1.1323229, 1.1793017, 1.2299651, 1.2843989, 1.3425928, 1.4044223, 1.4696411, 1.5378885, 1.6087118, 1.6815997, 1.7560213, 1.8314607, 1.9074459, 1.9835653, 2.0594754, 2.1348999, 2.2096248, 2.2834902, 2.3563814, 2.428221, 2.4989595, 2.5685709
0.75041515, 0.7710372, 0.79324114, 0.8172073, 0.84313893, 0.87126386, 0.90183496, 0.93512934, 0.97144455, 1.0110909, 1.0543776, 1.1015928, 1.1529748, 1.2086772, 1.2687321, 1.3330187, 1.4012477, 1.472969, 1.5476044, 1.6244993, 1.702982, 1.7824148, 1.8622317, 1.9419574, 2.0212119, 2.0997045, 2.1772223, 2.2536173, 2.328792, 2.4026895, 2.4752817, 2.5465634
0.6803717, 0.699622, 0.72042626, 0.7429769, 0.767495, 0.79423314, 0.8234788, 0.8555558, 0.8908227, 0.92966783, 0.97249556, 1.0197031, 1.0716438, 1.1285772, 1.1906109, 1.257645, 1.3293403, 1.4051229, 1.4842347, 1.5658174, 1.6490048, 1.7330003, 1.8171247, 1.9008356, 1.9837233, 2.0654945, 2.1459515, 2.224971, 2.3024852, 2.3784666, 2.452917, 2.525858
0.6089455, 0.626657, 0.6458696, 0.66678447, 0.6896367, 0.714701, 0.7422975, 0.7727973, 0.8066257, 0.8442614, 0.8862269, 0.9330649, 0.9852946, 1.043342, 1.1074479, 1.17757, 1.2533141, 1.3339304, 1.4183931, 1.5055431, 1.5942403, 1.6834803, 1.7724539, 1.8605567, 1.947367, 2.032611, 2.1161277, 2.197837, 2.2777154, 2.355778, 2.432064, 2.5066285
0.53619456, 0.55219567, 0.5696164, 0.5886613, 0.609574, 0.6326451, 0.65822196, 0.68671924, 0.7186292, 0.7545293, 0.7950824, 0.8410201, 0.8930971, 0.9520005, 1.0182078, 1.0918111, 1.172368, 1.2588688, 1.3498687, 1.443746, 1.5389669, 1.6342615, 1.7286847, 1.821595, 1.9125953, 2.0014682, 2.0881205, 2.17254, 2.254766, 2.3348684, 2.412934, 2.4890575
0.46220097, 0.47632003, 0.49174535, 0.5086782, 0.5273623, 0.54809463, 0.57123905, 0.59724295, 0.62665707, 0.6601564, 0.6985584, 0.74282646, 0.79403937, 0.8532902, 0.9214795, 0.9989986, 1.0854019, 1.1792783, 1.2784846, 1.3806527, 1.4836762, 1.5859656, 1.6864693, 1.7845728, 1.8799713, 1.9725596, 2.0623543, 2.1494412, 2.2339427, 2.3159971, 2.3957465, 2.4733315
0.38707283, 0.39914367, 0.4123738, 0.42695266, 0.44311342, 0.4611459, 0.48141372, 0.5043772, 0.5306237, 0.56090623, 0.59618926, 0.63769364, 0.68691504, 0.74555755, 0.8152764, 0.8971291, 0.99083185, 1.0943216, 1.2041901, 1.3167967, 1.4292127, 1.5395288, 1.6467048, 1.7502885, 1.8501768, 1.9464554, 2.0393014, 2.1289306, 2.2155674, 2.2994297, 2.3807225, 2.4596348
0.31094515, 0.3208137, 0.33166075, 0.3436545, 0.35700497, 0.37197778, 0.38891366, 0.4082558, 0.4305895, 0.45669878, 0.48764676, 0.52488357, 0.5703705, 0.626657, 0.6967085, 0.78308386, 0.88622695, 1.0029554, 1.1272981, 1.2533143, 1.3769964, 1.4963284, 1.6105882, 1.719729, 1.8240067, 1.9237891, 2.0194664, 2.1114113, 2.199964, 2.2854292, 2.3680766, 2.448144
0.2339792, 0.2415104, 0.2498079, 0.25900877, 0.2692864, 0.28086337, 0.29403052, 0.30917534, 0.32682538, 0.34771642, 0.37290138, 0.4039269, 0.4431134, 0.4939553, 0.56147057, 0.6515844, 0.76749504, 0.90402514, 1.0491176, 1.192514, 1.3293406, 1.4583048, 1.5796361, 1.6940486, 1.802334, 1.9052248, 2.0033584, 2.0972779, 2.1874425, 2.2742414, 2.358006, 2.4390192
0.15636027, 0.16144529, 0.16705759, 0.17329437, 0.18027961, 0.18817446, 0.19719239, 0.20762326, 0.21987139, 0.23451951, 0.25244054, 0.2750034, 0.30447266, 0.34481826, 0.40331277, 0.49264726, 0.62665707, 0.7971202, 0.97368354, 1.1388578, 1.2897676, 1.4279785, 1.5556096, 1.6744831, 1.7860394, 1.8914014, 1.9914507, 2.0868876, 2.1782768, 2.2660801, 2.3506799, 2.4323964
0.07829387, 0.08085614, 0.0836872, 0.0868375, 0.09037179, 0.094374776, 0.098959774, 0.10428243, 0.11056336, 0.118127495, 0.12747687, 0.139436, 0.15547247, 0.17850235, 0.21529461, 0.28518513, 0.44311348, 0.6884983, 0.91200346, 1.0999821, 1.2629206, 1.4081684, 1.5402744, 1.6621817, 1.7758989, 1.8828614, 1.9841331, 2.080528, 2.1726842, 2.2611125, 2.3462293, 2.428379
8.322584E-8, 8.5955286E-8, 8.897217E-8, 9.233079E-8, 9.610093E-8, 1.0037415E-7, 1.052733E-7, 1.10967804E-7, 1.1769912E-7, 1.2582566E-7, 1.3590724E-7, 1.4887893E-7, 1.6645171E-7, 1.9220188E-7, 2.353983E-7, 3.3290354E-7, 7.096789E-4, 0.6266574, 0.8862272, 1.0854021, 1.2533144, 1.401248, 1.5349902, 1.6579789, 1.7724539, 1.8799713, 1.9816637, 2.0783865, 2.1708038, 2.2594442, 2.3447363, 2.4270327
0.07829403, 0.08085631, 0.08368738, 0.08683769, 0.09037198, 0.09437497, 0.09895998, 0.104282655, 0.11056359, 0.11812775, 0.12747714, 0.13943629, 0.1554728, 0.17850272, 0.21529505, 0.28518564, 0.44311395, 0.68849856, 0.9120036, 1.0999823, 1.2629206, 1.4081684, 1.5402745, 1.6621817, 1.775899, 1.8828614, 1.9841331, 2.080528, 2.1726842, 2.2611125, 2.3462293, 2.428379
0.15636043, 0.16144545, 0.16705777, 0.17329454, 0.1802798, 0.18817465, 0.1971926, 0.20762347, 0.21987161, 0.23451975, 0.2524408, 0.27500367, 0.30447298, 0.3448186, 0.40331316, 0.49264762, 0.6266574, 0.79712045, 0.9736837, 1.138858, 1.2897676, 1.4279786, 1.5556096, 1.6744831, 1.7860394, 1.8914014, 1.9914507, 2.0868876, 2.178277, 2.2660801, 2.3506799, 2.4323964
